Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Year,Month,Month_Name,Profit_Margin
2022-09-06,Monitor,Accessories,North,3,3153,563.56,2022,9,September,17.873771011734853
2024-03-23,Smartphone,Electronics,West,4,2536,285.72,2024,3,March,11.266561514195585
2022-03-16,Tablet,Electronics,South,3,2508,431.53,2022,3,March,17.20614035087719
2024-10-18,Tablet,Electronics,East,1,123,12.36,2024,10,October,10.048780487804878
2023-07-30,Smartphone,Electronics,South,3,2379,148.68,2023,7,July,6.249684741488021
2023-01-04,Printer,Office,West,6,6924,1693.77,2023,1,January,24.462305025996535
2023-05-31,Smartwatch,Electronics,West,9,9054,644.36,2023,5,May,7.116854428981665
2023-12-08,Camera,Electronics,South,9,9936,2797.45,2023,12,December,28.154690016103057
2022-12-21,Smartphone,Electronics,East,1,393,41.05,2022,12,December,10.445292620865139
2024-08-19,Printer,Office,East,2,308,35.32,2024,8,August,11.467532467532468
2024-10-26,Tablet,Electronics,South,5,4900,347.25,2024,10,October,7.086734693877552
2024-08-24,Laptop,Electronics,South,1,927,103.95,2024,8,August,11.21359223300971
2023-11-23,Keyboard,Accessories,East,1,266,22.42,2023,11,November,8.42857142857143
2022-11-04,Printer,Office,South,5,4750,1179.56,2022,11,November,24.832842105263158
2024-07-20,Smartwatch,Electronics,East,8,3272,460.82,2024,7,July,14.083740831295843
2022-12-10,Mouse,Accessories,East,5,4350,688.77,2022,12,December,15.833793103448276
2024-07-27,Keyboard,Accessories,East,1,706,63.82,2024,7,July,9.039660056657224
2024-05-24,Laptop,Electronics,North,3,213,30.68,2024,5,May,14.403755868544602
2023-10-25,Smartphone,Electronics,East,2,1614,376.31,2023,10,October,23.31536555142503
2023-02-09,Mouse,Accessories,West,8,6232,499.63,2023,2,February,8.01716944801027
2023-02-03,Printer,Office,North,4,3864,717.45,2023,2,February,18.567546583850934
2024-12-08,Headphones,Accessories,South,3,2601,363.64,2024,12,December,13.98077662437524
2023-02-01,Mouse,Accessories,East,6,4944,758.46,2023,2,February,15.34101941747573
2023-11-16,Printer,Office,South,4,4680,301.91,2023,11,November,6.451068376068377
2022-01-29,Mouse,Accessories,South,8,2112,418.58,2022,1,January,19.819128787878785
2022-04-24,Monitor,Accessories,East,6,7140,869.93,2022,4,April,12.18389355742297
2022-10-19,Keyboard,Accessories,East,1,750,37.97,2022,10,October,5.062666666666667
2022-08-12,Mouse,Accessories,East,4,392,39.23,2022,8,August,10.00765306122449
2024-10-02,Laptop,Electronics,South,4,2408,721.8,2024,10,October,29.975083056478404
2023-09-13,Monitor,Accessories,East,2,2016,151.4,2023,9,September,7.509920634920634
2022-07-25,Monitor,Accessories,South,4,464,47.93,2022,7,July,10.329741379310345
2023-12-09,Headphones,Accessories,East,1,832,227.11,2023,12,December,27.296875000000004
2024-03-31,Headphones,Accessories,East,8,1296,374.8,2024,3,March,28.919753086419753
2022-04-23,Smartphone,Electronics,East,1,300,45.81,2022,4,April,15.27
2024-07-06,Monitor,Accessories,North,6,2856,226.53,2024,7,July,7.931722689075631
2022-12-10,Tablet,Electronics,West,5,3380,287.05,2022,12,December,8.49260355029586
2022-01-27,Tablet,Electronics,North,5,400,86.52,2022,1,January,21.63
2022-10-14,Camera,Electronics,North,1,722,49.7,2022,10,October,6.883656509695291
2024-11-23,Laptop,Electronics,South,4,4596,947.45,2024,11,November,20.61466492602263
2023-04-08,Keyboard,Accessories,West,8,1176,313.58,2023,4,April,26.664965986394556
2022-07-21,Camera,Electronics,North,2,644,45.72,2022,7,July,7.099378881987578
2022-11-07,Smartphone,Electronics,West,8,544,40.78,2022,11,November,7.496323529411765
2023-05-30,Monitor,Accessories,East,2,586,101.64,2023,5,May,17.344709897610922
2022-04-30,Keyboard,Accessories,North,5,3835,229.11,2022,4,April,5.974185136897002
2023-12-13,Printer,Office,South,5,1415,358.39,2023,12,December,25.32791519434629
2023-05-11,Keyboard,Accessories,South,9,1125,138.49,2023,5,May,12.310222222222222
2023-09-11,Camera,Electronics,South,3,3399,489.36,2023,9,September,14.397175639894085
2022-03-03,Monitor,Accessories,East,6,5370,1501.06,2022,3,March,27.952700186219737
2024-03-30,Keyboard,Accessories,West,3,2331,419.26,2024,3,March,17.986271986271987
2022-06-27,Laptop,Electronics,East,9,10728,1967.84,2022,6,June,18.34302759134974
2023-03-02,Monitor,Accessories,West,8,9056,1860.37,2023,3,March,20.542954946996463
2024-11-04,Monitor,Accessories,West,9,4581,250.06,2024,11,November,5.458633486138398
2024-10-01,Camera,Electronics,North,3,1074,240.44,2024,10,October,22.387337057728118
2023-06-17,Tablet,Electronics,West,4,4572,1199.49,2023,6,June,26.235564304461946
2023-11-20,Laptop,Electronics,South,7,8141,651.16,2023,11,November,7.998525979609385
2023-11-24,Printer,Office,West,4,604,180.93,2023,11,November,29.955298013245034
2024-05-04,Mouse,Accessories,South,2,906,59.06,2024,5,May,6.518763796909492
2023-04-22,Headphones,Accessories,South,7,1582,278.14,2023,4,April,17.581542351453855
2024-01-31,Mouse,Accessories,West,6,3306,216.91,2024,1,January,6.561101028433152
2023-12-24,Headphones,Accessories,West,1,847,237.41,2023,12,December,28.029515938606846
2022-11-09,Printer,Office,East,6,3222,846.27,2022,11,November,26.26536312849162
2024-11-03,Keyboard,Accessories,East,3,189,33.94,2024,11,November,17.957671957671955
2023-08-12,Laptop,Electronics,South,4,1224,348.91,2023,8,August,28.505718954248366
2023-02-08,Camera,Electronics,South,7,5621,1390.73,2023,2,February,24.741682974559687
2024-01-16,Tablet,Electronics,West,6,966,246.21,2024,1,January,25.487577639751553
2023-08-02,Tablet,Electronics,West,9,1728,179.64,2023,8,August,10.395833333333332
2024-01-13,Mouse,Accessories,West,9,6138,1478.57,2024,1,January,24.088791137178234
2024-11-20,Monitor,Accessories,South,4,964,184.03,2024,11,November,19.0902489626556
2023-10-13,Smartphone,Electronics,South,7,4697,976.26,2023,10,October,20.784756227379177
2022-05-09,Smartphone,Electronics,West,2,1232,155.52,2022,5,May,12.623376623376625
2022-12-21,Monitor,Accessories,West,7,6384,734.79,2022,12,December,11.509868421052632
2024-11-22,Mouse,Accessories,West,4,780,162.72,2024,11,November,20.861538461538462
2023-01-27,Printer,Office,West,4,1256,362.22,2023,1,January,28.839171974522294
2022-05-08,Mouse,Accessories,South,1,1162,220.93,2022,5,May,19.01290877796902
2023-02-10,Mouse,Accessories,South,8,7520,995.03,2023,2,February,13.231781914893617
2024-03-26,Headphones,Accessories,South,7,2387,463.92,2024,3,March,19.43527440301634
2023-10-20,Keyboard,Accessories,East,8,2256,316.77,2023,10,October,14.041223404255318
2024-06-06,Monitor,Accessories,North,8,7792,913.12,2024,6,June,11.718685831622176
2023-05-24,Laptop,Electronics,East,8,3944,296.35,2023,5,May,7.51394523326572
2023-12-17,Smartphone,Electronics,South,2,822,183.45,2023,12,December,22.31751824817518
2024-06-20,Headphones,Accessories,North,3,1962,469.94,2024,6,June,23.95208970438328
2022-12-21,Printer,Office,North,4,1016,269.88,2022,12,December,26.562992125984252
2023-06-20,Tablet,Electronics,North,2,1980,125.99,2023,6,June,6.363131313131312
2024-12-08,Headphones,Accessories,West,4,3996,965.26,2024,12,December,24.155655655655657
2022-07-18,Smartwatch,Electronics,North,1,663,183.82,2022,7,July,27.72549019607843
2023-10-05,Laptop,Electronics,South,1,575,104.31,2023,10,October,18.14086956521739
2023-09-04,Tablet,Electronics,South,1,187,33.76,2023,9,September,18.053475935828875
2023-08-01,Tablet,Electronics,East,7,6216,378.24,2023,8,August,6.084942084942084
2022-03-05,Camera,Electronics,South,1,189,19.02,2022,3,March,10.063492063492063
2022-08-13,Tablet,Electronics,South,2,358,41.46,2022,8,August,11.581005586592179
2022-04-17,Keyboard,Accessories,North,6,6192,316.23,2022,4,April,5.107073643410853
2023-05-25,Tablet,Electronics,East,7,4382,592.46,2023,5,May,13.52031036056595
2024-10-20,Keyboard,Accessories,East,2,1122,100.78,2024,10,October,8.982174688057041
2022-06-21,Laptop,Electronics,North,8,8192,2081.72,2022,6,June,25.411621093749996
2022-08-22,Laptop,Electronics,South,6,2658,200.79,2022,8,August,7.554176072234762
2023-03-17,Tablet,Electronics,West,6,606,127.68,2023,3,March,21.06930693069307
2024-11-02,Monitor,Accessories,South,8,448,45.43,2024,11,November,10.140625
2023-01-17,Printer,Office,North,3,1674,435.95,2023,1,January,26.04241338112306
2022-02-13,Tablet,Electronics,South,6,1944,366.18,2022,2,February,18.83641975308642
2022-02-07,Monitor,Accessories,South,6,1716,302.09,2022,2,February,17.604312354312356
2022-05-05,Camera,Electronics,South,6,2982,445.01,2022,5,May,14.923205902079143
2022-08-14,Laptop,Electronics,North,9,7497,2241.59,2022,8,August,29.89982659730559
2024-01-26,Headphones,Accessories,South,3,1026,142.71,2024,1,January,13.9093567251462
2024-12-11,Laptop,Electronics,South,7,7392,2063.23,2024,12,December,27.911661255411257
2024-06-23,Printer,Office,North,4,2604,271.22,2024,6,June,10.415514592933949
2023-11-23,Smartwatch,Electronics,North,6,1746,289.2,2023,11,November,16.56357388316151
2024-02-23,Headphones,Accessories,West,6,5682,1365.87,2024,2,February,24.038542766631465
2024-06-24,Mouse,Accessories,North,8,8664,2131.16,2024,6,June,24.597876269621423
2023-07-08,Tablet,Electronics,West,3,1887,363.42,2023,7,July,19.259141494435614
2024-10-29,Smartphone,Electronics,East,7,6013,1544.51,2024,10,October,25.686179943455844
2024-01-05,Smartwatch,Electronics,North,2,1578,463.58,2024,1,January,29.377693282636248
2022-08-19,Camera,Electronics,South,3,285,38.37,2022,8,August,13.46315789473684
2023-01-27,Laptop,Electronics,West,6,5448,963.82,2023,1,January,17.691262848751837
2024-08-09,Printer,Office,East,2,1710,468.76,2024,8,August,27.412865497076023
2022-11-03,Keyboard,Accessories,West,9,2817,432.67,2022,11,November,15.359247426340078
2022-04-09,Smartphone,Electronics,East,9,9117,1780.52,2022,4,April,19.52966984753757
2023-08-09,Smartwatch,Electronics,South,2,274,42.37,2023,8,August,15.463503649635035
2023-09-25,Keyboard,Accessories,South,6,6408,885.71,2023,9,September,13.821941323345818
2022-05-16,Keyboard,Accessories,West,5,5755,1441.84,2022,5,May,25.05369244135534
2024-12-10,Tablet,Electronics,West,3,2262,245.66,2024,12,December,10.860300618921308
2024-05-30,Headphones,Accessories,East,7,1785,233.77,2024,5,May,13.096358543417367
2023-06-06,Printer,Office,North,8,5128,657.87,2023,6,June,12.828978159126365
2024-01-04,Camera,Electronics,South,8,5176,1400.82,2024,1,January,27.063755795981454
2023-09-16,Keyboard,Accessories,North,5,1510,331.76,2023,9,September,21.970860927152316
2023-03-17,Keyboard,Accessories,North,1,947,77.21,2023,3,March,8.15311510031679
2023-12-31,Smartphone,Electronics,North,9,5427,731.33,2023,12,December,13.47576930163995
2022-04-09,Smartwatch,Electronics,South,4,4560,507.87,2022,4,April,11.1375
2023-05-03,Tablet,Electronics,South,6,2100,268.4,2023,5,May,12.780952380952378
2024-05-10,Laptop,Electronics,North,1,1054,288.15,2024,5,May,27.338709677419352
2022-08-18,Smartwatch,Electronics,West,6,7026,1814.21,2022,8,August,25.821377739823514
2022-07-14,Camera,Electronics,North,9,513,151.87,2022,7,July,29.604288499025344
2024-04-29,Headphones,Accessories,South,2,2244,353.83,2024,4,April,15.767825311942959
2024-02-22,Smartphone,Electronics,North,5,1785,134.95,2024,2,February,7.560224089635853
2023-06-24,Keyboard,Accessories,South,5,725,77.91,2023,6,June,10.746206896551724
2024-11-13,Smartphone,Electronics,North,4,2516,689.29,2024,11,November,27.396263910969793
2023-05-29,Monitor,Accessories,East,8,6256,1152.99,2023,5,May,18.43014705882353
2023-06-11,Camera,Electronics,North,2,452,74.34,2023,6,June,16.44690265486726
2022-03-05,Laptop,Electronics,South,7,5285,1338.58,2022,3,March,25.327909176915796
2023-03-19,Smartphone,Electronics,North,6,4872,786.79,2023,3,March,16.149220032840724
2023-08-22,Keyboard,Accessories,East,5,2495,164.56,2023,8,August,6.595591182364729
2022-02-19,Monitor,Accessories,West,1,442,82.73,2022,2,February,18.71719457013575
2024-09-17,Printer,Office,East,9,8595,1312.19,2024,9,September,15.266899360093078
2022-04-08,Keyboard,Accessories,East,4,3528,411.5,2022,4,April,11.663832199546485
2024-06-10,Laptop,Electronics,North,7,7777,746.84,2024,6,June,9.603188890317602
2022-11-05,Smartwatch,Electronics,South,4,2008,451.68,2022,11,November,22.49402390438247
2022-05-03,Mouse,Accessories,North,2,596,41.37,2022,5,May,6.941275167785234
2024-12-25,Smartwatch,Electronics,East,9,4950,1402.67,2024,12,December,28.33676767676768
2024-06-16,Keyboard,Accessories,South,2,630,86.07,2024,6,June,13.661904761904761
2024-07-05,Camera,Electronics,North,6,6144,754.18,2024,7,July,12.275065104166666
2023-12-03,Monitor,Accessories,North,1,140,24.21,2023,12,December,17.292857142857144
2024-01-30,Headphones,Accessories,East,2,2014,215.06,2024,1,January,10.678252234359483
2024-08-06,Mouse,Accessories,West,2,384,99.02,2024,8,August,25.786458333333336
2022-01-18,Printer,Office,East,7,3780,351.51,2022,1,January,9.299206349206349
2023-02-28,Monitor,Accessories,West,7,5047,915.75,2023,2,February,18.144442242916583
2022-08-27,Headphones,Accessories,South,3,2658,175.89,2022,8,August,6.6173814898419865
2023-10-14,Mouse,Accessories,West,8,528,53.91,2023,10,October,10.210227272727272
2022-06-23,Keyboard,Accessories,East,9,6507,1045.14,2022,6,June,16.0617796219456
2023-06-02,Camera,Electronics,South,7,5887,1035.5,2023,6,June,17.58960421267199
2023-08-13,Headphones,Accessories,East,8,8224,1679.16,2023,8,August,20.417801556420233
2022-03-12,Laptop,Electronics,South,3,723,115.25,2022,3,March,15.94052558782849
2023-06-03,Mouse,Accessories,North,2,2272,504.72,2023,6,June,22.214788732394368
2022-07-03,Keyboard,Accessories,East,9,8640,1963.34,2022,7,July,22.72384259259259
2023-09-14,Camera,Electronics,North,8,2984,631.81,2023,9,September,21.173257372654152
2022-04-28,Smartphone,Electronics,East,2,606,150.95,2022,4,April,24.90924092409241
2022-04-08,Monitor,Accessories,West,2,170,48.69,2022,4,April,28.641176470588235
2022-03-21,Headphones,Accessories,East,9,5283,1550.3,2022,3,March,29.345069089532462
2023-02-27,Smartwatch,Electronics,West,6,1350,356.88,2023,2,February,26.435555555555556
2022-11-28,Headphones,Accessories,South,4,2500,467.34,2022,11,November,18.6936
2022-02-11,Camera,Electronics,North,4,4648,689.85,2022,2,February,14.841867469879519
2023-05-21,Printer,Office,North,5,650,93.41,2023,5,May,14.37076923076923
2022-09-14,Monitor,Accessories,North,2,1538,97.15,2022,9,September,6.316644993498049
2024-06-15,Smartwatch,Electronics,East,4,3928,325.32,2024,6,June,8.282077393075356
2022-03-23,Headphones,Accessories,North,2,2258,175.86,2022,3,March,7.788308237378211
2022-06-09,Monitor,Accessories,West,9,2988,447.93,2022,6,June,14.990963855421688
2023-04-07,Headphones,Accessories,South,8,4136,810.82,2023,4,April,19.60396518375242
2023-10-22,Mouse,Accessories,South,7,3605,387.82,2023,10,October,10.757836338418862
2023-08-10,Smartwatch,Electronics,West,3,1656,469.28,2023,8,August,28.338164251207726
2022-12-24,Printer,Office,West,8,7072,2113.06,2022,12,December,29.879242081447966
2024-09-04,Keyboard,Accessories,South,8,5368,542.52,2024,9,September,10.10655737704918
2024-01-22,Laptop,Electronics,East,4,1356,374.79,2024,1,January,27.63938053097345
2024-06-26,Printer,Office,South,6,1326,338.66,2024,6,June,25.539969834087483
2024-10-26,Printer,Office,East,1,730,55.72,2024,10,October,7.632876712328766
2024-05-10,Headphones,Accessories,South,4,4664,294.05,2024,5,May,6.30467409948542
2023-12-04,Laptop,Electronics,North,8,3528,593.11,2023,12,December,16.811507936507937
2023-03-19,Mouse,Accessories,West,3,1497,190.59,2023,3,March,12.731462925851703
2023-04-21,Tablet,Electronics,North,3,2628,781.94,2023,4,April,29.754185692541856
2022-11-12,Laptop,Electronics,West,4,4196,655.29,2022,11,November,15.617016205910389
2022-08-02,Monitor,Accessories,South,7,1204,317.12,2022,8,August,26.33887043189369
2023-08-23,Printer,Office,West,7,7119,1555.05,2023,8,August,21.843657817109143
2024-05-12,Tablet,Electronics,West,8,1848,351.02,2024,5,May,18.994588744588743
2024-05-24,Tablet,Electronics,South,4,2232,531.12,2024,5,May,23.79569892473118
2024-12-19,Mouse,Accessories,West,6,5190,898.86,2024,12,December,17.319075144508673
2022-01-28,Smartphone,Electronics,West,3,1830,403.42,2022,1,January,22.0448087431694
2022-01-29,Mouse,Accessories,West,1,1033,302.68,2022,1,January,29.30106485963214
2022-11-01,Smartwatch,Electronics,South,7,2324,611.7,2022,11,November,26.320998278829606
2023-06-04,Keyboard,Accessories,North,2,1942,235.42,2023,6,June,12.122554067971162
2022-03-27,Printer,Office,South,7,5740,1615.9,2022,3,March,28.15156794425087
2022-10-22,Smartwatch,Electronics,South,9,6435,1096.88,2022,10,October,17.045532245532247
2022-03-29,Mouse,Accessories,North,2,1168,172.18,2022,3,March,14.741438356164386
2022-08-26,Tablet,Electronics,South,9,7362,441.36,2022,8,August,5.995110024449878
2023-10-17,Smartwatch,Electronics,West,2,862,105.97,2023,10,October,12.293503480278423
2023-10-25,Mouse,Accessories,West,1,956,167.16,2023,10,October,17.485355648535563
2022-06-07,Smartphone,Electronics,West,7,4438,770.3,2022,6,June,17.356917530419107
2023-10-10,Keyboard,Accessories,East,9,972,100.0,2023,10,October,10.2880658436214
2022-09-02,Keyboard,Accessories,West,2,1816,129.24,2022,9,September,7.116740088105727
2023-04-25,Monitor,Accessories,East,4,596,105.89,2023,4,April,17.766778523489933
2024-03-24,Mouse,Accessories,East,9,1233,346.9,2024,3,March,28.13463098134631
2023-01-09,Headphones,Accessories,West,1,1055,88.61,2023,1,January,8.399052132701422
2022-11-13,Tablet,Electronics,East,2,952,112.39,2022,11,November,11.805672268907564
2023-03-04,Mouse,Accessories,West,1,312,40.47,2023,3,March,12.971153846153847
2022-02-12,Tablet,Electronics,South,2,294,35.05,2022,2,February,11.921768707482991
2022-03-28,Smartwatch,Electronics,North,2,474,120.91,2022,3,March,25.5084388185654
2023-06-02,Camera,Electronics,East,2,788,195.15,2023,6,June,24.76522842639594
2022-05-15,Mouse,Accessories,North,8,2760,156.53,2022,5,May,5.671376811594203
2023-10-14,Laptop,Electronics,North,4,908,219.79,2023,10,October,24.20594713656388
2022-10-17,Smartphone,Electronics,East,1,593,133.01,2022,10,October,22.430016863406408
2023-07-16,Headphones,Accessories,South,6,1698,193.42,2023,7,July,11.391048292108362
2024-09-23,Printer,Office,East,1,546,124.1,2024,9,September,22.72893772893773
2022-08-11,Laptop,Electronics,West,5,4380,275.84,2022,8,August,6.297716894977167
2023-06-11,Camera,Electronics,West,4,2472,594.62,2023,6,June,24.0542071197411
2024-04-01,Smartphone,Electronics,East,4,1996,396.63,2024,4,April,19.87124248496994
2024-12-25,Camera,Electronics,West,5,2525,699.74,2024,12,December,27.712475247524754
2022-07-05,Headphones,Accessories,West,9,4041,517.23,2022,7,July,12.799554565701559
2024-07-16,Keyboard,Accessories,South,3,858,246.86,2024,7,July,28.77156177156177
2022-12-14,Keyboard,Accessories,North,9,4221,1238.6,2022,12,December,29.34375740345889
2023-02-16,Tablet,Electronics,East,2,858,73.49,2023,2,February,8.565268065268064
2024-12-05,Keyboard,Accessories,North,1,776,172.19,2024,12,December,22.189432989690722
2023-08-23,Laptop,Electronics,North,7,3654,871.81,2023,8,August,23.859058565955117
2024-02-14,Headphones,Accessories,East,3,384,45.99,2024,2,February,11.9765625
2023-09-16,Printer,Office,West,5,535,43.47,2023,9,September,8.125233644859813
2022-11-26,Headphones,Accessories,North,9,7992,1979.53,2022,11,November,24.768893893893893
2024-07-04,Mouse,Accessories,North,7,3892,350.57,2024,7,July,9.007451181911613
2024-02-26,Tablet,Electronics,East,3,2637,468.6,2024,2,February,17.77019340159272
2024-02-12,Mouse,Accessories,South,8,8664,2349.68,2024,2,February,27.120036934441366
2023-10-03,Smartwatch,Electronics,South,6,918,116.87,2023,10,October,12.730936819172115
2024-01-17,Monitor,Accessories,West,5,5625,1006.95,2024,1,January,17.901333333333334
2023-06-02,Tablet,Electronics,West,6,6030,511.7,2023,6,June,8.485903814262024
2022-04-22,Printer,Office,West,8,432,98.44,2022,4,April,22.787037037037035
2024-02-21,Laptop,Electronics,South,6,1884,190.58,2024,2,February,10.115711252653927
2023-02-21,Laptop,Electronics,East,9,9225,2526.27,2023,2,February,27.385040650406506
2022-08-04,Printer,Office,North,2,954,71.0,2022,8,August,7.4423480083857445
2023-02-07,Smartwatch,Electronics,West,8,7072,1983.42,2023,2,February,28.046097285067873
2024-08-07,Smartphone,Electronics,North,3,342,89.67,2024,8,August,26.219298245614038
2023-02-05,Printer,Office,South,4,2440,410.86,2023,2,February,16.838524590163935
2024-01-22,Mouse,Accessories,South,5,510,82.47,2024,1,January,16.17058823529412
2023-10-12,Smartphone,Electronics,South,1,192,16.47,2023,10,October,8.578124999999998
2023-09-26,Mouse,Accessories,East,5,3600,712.3,2023,9,September,19.78611111111111
2024-06-01,Camera,Electronics,West,7,2597,766.32,2024,6,June,29.50789372352715
2023-08-12,Camera,Electronics,East,4,772,215.62,2023,8,August,27.9300518134715
2023-08-06,Mouse,Accessories,West,2,646,180.5,2023,8,August,27.941176470588236
2024-03-29,Smartphone,Electronics,East,7,2947,809.46,2024,3,March,27.46725483542586
2023-02-21,Laptop,Electronics,South,5,880,255.9,2023,2,February,29.079545454545457
2022-02-11,Camera,Electronics,West,3,1038,219.69,2022,2,February,21.164739884393065
2024-08-05,Printer,Office,West,1,714,209.69,2024,8,August,29.368347338935575
2023-08-04,Laptop,Electronics,South,4,1792,506.56,2023,8,August,28.267857142857146
2022-08-21,Headphones,Accessories,East,6,5874,1386.51,2022,8,August,23.604187946884576
2023-08-13,Smartwatch,Electronics,East,6,2496,332.08,2023,8,August,13.304487179487179
2023-12-13,Smartwatch,Electronics,West,3,795,60.34,2023,12,December,7.589937106918239
2023-01-26,Smartphone,Electronics,East,7,7238,1597.03,2023,1,January,22.064520585797183
2023-08-27,Tablet,Electronics,South,1,430,83.33,2023,8,August,19.37906976744186
2022-01-10,Headphones,Accessories,West,4,1728,239.64,2022,1,January,13.868055555555555
2022-04-07,Monitor,Accessories,South,3,1833,314.79,2022,4,April,17.173486088379704
2023-10-23,Monitor,Accessories,North,7,7280,1682.79,2023,10,October,23.115247252747253
2024-03-01,Smartwatch,Electronics,South,1,814,197.91,2024,3,March,24.313267813267814
2023-03-06,Printer,Office,South,8,4696,410.03,2023,3,March,8.731473594548552
2023-07-27,Mouse,Accessories,South,5,1190,235.64,2023,7,July,19.80168067226891
2024-01-16,Printer,Office,East,1,591,39.06,2024,1,January,6.6091370558375635
2023-11-29,Mouse,Accessories,North,9,8100,2203.56,2023,11,November,27.20444444444444
2024-04-06,Laptop,Electronics,South,6,1500,183.31,2024,4,April,12.220666666666666
2024-07-26,Smartwatch,Electronics,North,2,300,48.69,2024,7,July,16.23
2023-05-31,Smartwatch,Electronics,North,9,1098,106.97,2023,5,May,9.742258652094717
2024-05-28,Monitor,Accessories,West,4,2336,509.49,2024,5,May,21.810359589041095
2022-10-05,Camera,Electronics,North,5,410,40.96,2022,10,October,9.990243902439024
2023-10-09,Mouse,Accessories,South,9,594,51.49,2023,10,October,8.668350168350168
2023-09-20,Smartwatch,Electronics,East,2,218,38.93,2023,9,September,17.857798165137613
2023-03-25,Tablet,Electronics,South,2,1298,123.9,2023,3,March,9.545454545454547
2024-03-28,Tablet,Electronics,North,5,895,180.64,2024,3,March,20.183240223463685
2023-07-31,Keyboard,Accessories,West,4,2828,539.43,2023,7,July,19.074611032531823
2023-11-15,Tablet,Electronics,West,3,813,188.94,2023,11,November,23.239852398523986
2024-06-19,Monitor,Accessories,West,4,1800,170.19,2024,6,June,9.455
2024-07-24,Tablet,Electronics,West,1,99,12.79,2024,7,July,12.919191919191919
2022-09-15,Headphones,Accessories,West,8,7576,1703.42,2022,9,September,22.484424498416054
2024-01-24,Smartwatch,Electronics,East,3,1317,71.02,2024,1,January,5.3925588458618074
2024-03-21,Smartwatch,Electronics,West,3,957,120.27,2024,3,March,12.567398119122256
2022-01-17,Mouse,Accessories,South,4,1316,244.13,2022,1,January,18.550911854103344
2024-12-20,Headphones,Accessories,South,6,5346,351.93,2024,12,December,6.583052749719416
2023-03-07,Smartphone,Electronics,East,1,464,66.26,2023,3,March,14.280172413793105
2022-09-28,Keyboard,Accessories,North,7,3752,835.34,2022,9,September,22.263859275053306
2024-07-01,Keyboard,Accessories,West,6,1962,301.57,2024,7,July,15.370540265035679
2024-11-27,Smartphone,Electronics,South,6,2310,202.98,2024,11,November,8.787012987012986
2023-03-01,Tablet,Electronics,East,4,3028,685.23,2023,3,March,22.62978863936592
2023-07-22,Monitor,Accessories,North,3,2994,877.92,2023,7,July,29.32264529058116
2024-06-18,Tablet,Electronics,South,3,3393,313.45,2024,6,June,9.238137341585617
2024-11-08,Camera,Electronics,North,3,1209,320.61,2024,11,November,26.51861042183623
2022-11-18,Keyboard,Accessories,East,8,5784,1276.57,2022,11,November,22.07071230982019
2022-03-10,Laptop,Electronics,West,9,3078,285.05,2022,3,March,9.260883690708251
2024-01-18,Printer,Office,South,4,2464,602.3,2024,1,January,24.443993506493506
2024-12-14,Camera,Electronics,West,5,2445,146.6,2024,12,December,5.995910020449897
2023-02-24,Keyboard,Accessories,North,8,5312,841.13,2023,2,February,15.834525602409638
2022-03-31,Keyboard,Accessories,South,1,657,101.85,2022,3,March,15.50228310502283
2024-05-17,Keyboard,Accessories,South,3,2580,173.89,2024,5,May,6.739922480620154
2022-10-05,Laptop,Electronics,East,8,4624,893.74,2022,10,October,19.328287197231834
2023-11-22,Smartwatch,Electronics,North,2,1258,146.7,2023,11,November,11.661367249602543
2024-07-28,Camera,Electronics,East,7,6468,398.23,2024,7,July,6.156926406926408
2023-05-24,Monitor,Accessories,West,3,1359,152.85,2023,5,May,11.247240618101545
2024-11-28,Laptop,Electronics,North,1,104,18.67,2024,11,November,17.95192307692308
2023-03-01,Headphones,Accessories,South,3,1785,93.17,2023,3,March,5.219607843137255
2022-06-04,Monitor,Accessories,North,8,7728,1748.26,2022,6,June,22.62241200828157
2023-05-27,Smartphone,Electronics,West,6,4188,1231.16,2023,5,May,29.397325692454636
2022-06-25,Smartwatch,Electronics,South,8,3520,359.84,2022,6,June,10.222727272727273
2023-08-12,Camera,Electronics,East,3,2280,365.17,2023,8,August,16.01622807017544
2024-07-09,Printer,Office,North,9,2484,655.54,2024,7,July,26.390499194847017
2024-04-17,Tablet,Electronics,West,3,1248,348.19,2024,4,April,27.899839743589745
2023-12-12,Smartwatch,Electronics,West,2,850,59.92,2023,12,December,7.049411764705884
2022-01-07,Printer,Office,East,4,1412,150.13,2022,1,January,10.63243626062323
2022-05-30,Headphones,Accessories,North,1,465,26.5,2022,5,May,5.698924731182796
2024-05-28,Printer,Office,West,1,293,29.58,2024,5,May,10.095563139931741
2022-01-01,Tablet,Electronics,North,9,9234,2523.67,2022,1,January,27.33019276586528
2022-12-01,Tablet,Electronics,North,2,1298,239.45,2022,12,December,18.447611710323574
2024-08-07,Printer,Office,East,9,9477,2443.62,2024,8,August,25.78474200696423
2024-05-29,Printer,Office,South,7,6713,457.99,2024,5,May,6.8224340831223005
2022-04-25,Laptop,Electronics,South,5,5700,999.26,2022,4,April,17.530877192982455
2024-07-29,Camera,Electronics,West,6,4146,700.46,2024,7,July,16.894838398456343
2023-10-11,Tablet,Electronics,North,8,6968,704.55,2023,10,October,10.111222732491388
2024-09-09,Camera,Electronics,East,2,1054,243.5,2024,9,September,23.10246679316888
2022-03-15,Keyboard,Accessories,West,3,1983,453.09,2022,3,March,22.848714069591527
